Request_Id,Pickup_Point,Driver_Id,Status,Request_Timestamp,Drop _Timestamp,Request_Date,Request_Hour,,Drop_Hour,Trip_Duration(in minutes)
6559,Airport,143,Trip Completed,15-07-2016 21:00,15-07-2016 21:58,15-07-2016,21,,21,57.73333333
243,City,144,Trip Completed,11-07-2016 06:34,11-07-2016 07:09,11-07-2016,6,,7,35.00000001
296,Airport,144,Trip Completed,11-07-2016 07:12,11-07-2016 07:54,11-07-2016,7,,7,42
677,City,144,Trip Completed,11-07-2016 13:26,11-07-2016 13:58,11-07-2016,13,,13,32
1360,City,144,Trip Completed,11-07-2016 23:54,12-07-2016 01:09,11-07-2016,23,,1,75
1916,Airport,144,Trip Completed,12-07-2016 10:43,12-07-2016 11:11,12-07-2016,10,,11,28
2397,City,144,Trip Completed,12-07-2016 19:45,12-07-2016 20:19,12-07-2016,19,,20,34.00000001
3624,Airport,144,Trip Completed,13-07-2016 18:52,13-07-2016 19:54,13-07-2016,18,,19,61.85
4799,City,144,Trip Completed,14-07-2016 16:56,14-07-2016 17:48,14-07-2016,16,,17,52.48333333
5241,City,144,Trip Completed,14-07-2016 21:13,14-07-2016 21:42,14-07-2016,21,,21,29.16666666
6380,Airport,144,Trip Completed,15-07-2016 19:19,15-07-2016 20:25,15-07-2016,19,,20,65.96666666
998,Airport,145,Trip Completed,11-07-2016 19:01,11-07-2016 19:48,11-07-2016,19,,19,47
1281,Airport,145,Trip Completed,11-07-2016 22:12,11-07-2016 22:51,11-07-2016,22,,22,38.99999999
2045,Airport,145,Trip Completed,12-07-2016 14:43,12-07-2016 15:06,12-07-2016,14,,15,23
2424,City,145,Trip Completed,12-07-2016 20:03,12-07-2016 21:04,12-07-2016,20,,21,61
3162,Airport,145,Trip Completed,13-07-2016 09:11,13-07-2016 09:38,13-07-2016,9,,9,26.31666667
3222,City,145,Trip Completed,13-07-2016 09:51,13-07-2016 10:54,13-07-2016,9,,10,63.01666667
4098,City,145,Trip Completed,14-07-2016 03:11,14-07-2016 03:59,14-07-2016,3,,3,48.06666666
4905,Airport,145,Trip Completed,14-07-2016 18:00,14-07-2016 18:41,14-07-2016,18,,18,40.45000001
5622,Airport,145,Trip Completed,15-07-2016 06:27,15-07-2016 07:38,15-07-2016,6,,7,71.43333333
318,City,146,Trip Completed,11-07-2016 07:28,11-07-2016 08:43,11-07-2016,7,,8,74.99999999
557,City,146,Trip Completed,11-07-2016 10:15,11-07-2016 11:10,11-07-2016,10,,11,55
2034,Airport,146,Trip Completed,12-07-2016 14:16,12-07-2016 15:20,12-07-2016,14,,15,64
2392,City,146,Trip Completed,12-07-2016 19:50,12-07-2016 21:04,12-07-2016,19,,21,74
4542,Airport,146,Trip Completed,14-07-2016 09:40,14-07-2016 10:08,14-07-2016,9,,10,28.13333334
5500,City,146,Trip Completed,15-07-2016 05:00,15-07-2016 06:04,15-07-2016,5,,6,64.4
6382,Airport,146,Trip Completed,15-07-2016 19:15,15-07-2016 20:28,15-07-2016,19,,20,73.21666666
6575,City,146,Trip Completed,15-07-2016 21:18,15-07-2016 21:58,15-07-2016,21,,21,39.51666666
1827,Airport,147,Trip Completed,12-07-2016 09:35,12-07-2016 10:24,12-07-2016,9,,10,49
2095,City,147,Trip Completed,12-07-2016 15:56,12-07-2016 16:43,12-07-2016,15,,16,47
3092,Airport,147,Trip Completed,13-07-2016 08:15,13-07-2016 08:50,13-07-2016,8,,8,35.21666666
4813,City,147,Trip Completed,14-07-2016 17:17,14-07-2016 18:18,14-07-2016,17,,18,61.5
5164,City,147,Trip Completed,14-07-2016 20:25,14-07-2016 20:54,14-07-2016,20,,20,28.65
6702,City,147,Trip Completed,15-07-2016 22:47,15-07-2016 23:27,15-07-2016,22,,23,39.61666668
429,City,148,Trip Completed,11-07-2016 08:54,11-07-2016 09:47,11-07-2016,8,,9,52.99999999
2681,Airport,148,Trip Completed,12-07-2016 00:10,12-07-2016 01:06,12-07-2016,0,,1,55.99999999
3160,City,148,Trip Completed,13-07-2016 09:11,13-07-2016 09:35,13-07-2016,9,,9,24.56666667
3400,City,148,Trip Completed,13-07-2016 15:04,13-07-2016 16:09,13-07-2016,15,,16,65.28333333
3889,Airport,148,Trip Completed,13-07-2016 21:53,13-07-2016 22:32,13-07-2016,21,,22,39.03333333
4151,City,148,Trip Completed,14-07-2016 04:58,14-07-2016 06:08,14-07-2016,4,,6,69.98333333
4738,Airport,148,Trip Completed,14-07-2016 14:44,14-07-2016 15:58,14-07-2016,14,,15,74.13333333
4963,Airport,148,Trip Completed,14-07-2016 18:35,14-07-2016 19:50,14-07-2016,18,,19,75.38333333
311,Airport,149,Trip Completed,11-07-2016 07:27,11-07-2016 08:08,11-07-2016,7,,8,41
928,City,149,Trip Completed,11-07-2016 18:29,11-07-2016 19:15,11-07-2016,18,,19,46
1468,City,149,Trip Completed,12-07-2016 05:09,12-07-2016 06:06,12-07-2016,5,,6,57
2677,City,149,Trip Completed,12-07-2016 23:54,13-07-2016 00:31,12-07-2016,23,,0,37.39999999
2916,City,149,Trip Completed,13-07-2016 06:12,13-07-2016 07:23,13-07-2016,6,,7,71.26666667
4663,City,149,Trip Completed,14-07-2016 12:16,14-07-2016 12:59,14-07-2016,12,,12,42.98333333
6741,City,149,Trip Completed,15-07-2016 23:42,16-07-2016 00:09,15-07-2016,23,,0,26.96666666
48,City,150,Trip Completed,11-07-2016 03:14,11-07-2016 04:19,11-07-2016,3,,4,64.99999999
838,City,150,Trip Completed,11-07-2016 17:43,11-07-2016 18:41,11-07-2016,17,,18,58
1657,Airport,150,Trip Completed,12-07-2016 07:29,12-07-2016 08:12,12-07-2016,7,,8,43
2032,Airport,150,Trip Completed,12-07-2016 14:14,12-07-2016 15:20,12-07-2016,14,,15,66.00000001
3507,City,150,Trip Completed,13-07-2016 17:38,13-07-2016 18:21,13-07-2016,17,,18,43.48333334
3780,City,150,Trip Completed,13-07-2016 20:45,13-07-2016 21:27,13-07-2016,20,,21,41.48333333
6180,City,150,Trip Completed,15-07-2016 17:02,15-07-2016 17:48,15-07-2016,17,,17,46.04999999
6615,City,150,Trip Completed,15-07-2016 21:46,15-07-2016 22:22,15-07-2016,21,,22,36.3
797,City,151,Trip Completed,11-07-2016 17:16,11-07-2016 18:12,11-07-2016,17,,18,55.99999999
1564,City,151,Trip Completed,12-07-2016 06:18,12-07-2016 07:14,12-07-2016,6,,7,56
2075,City,151,Trip Completed,12-07-2016 15:31,12-07-2016 16:47,12-07-2016,15,,16,76.00000001
2822,City,151,Trip Completed,13-07-2016 05:14,13-07-2016 05:50,13-07-2016,5,,5,35.70000001
3387,City,151,Trip Completed,13-07-2016 14:36,13-07-2016 15:22,13-07-2016,14,,15,45.58333333
4315,City,151,Trip Completed,14-07-2016 06:46,14-07-2016 07:33,14-07-2016,6,,7,46.66666667
5549,Airport,151,Trip Completed,15-07-2016 05:29,15-07-2016 06:15,15-07-2016,5,,6,45.96666667
6284,City,151,Trip Completed,15-07-2016 18:18,15-07-2016 19:10,15-07-2016,18,,19,51.58333333
6403,Airport,151,Trip Completed,15-07-2016 19:25,15-07-2016 20:15,15-07-2016,19,,20,49.86666667
6684,Airport,151,Trip Completed,15-07-2016 22:34,15-07-2016 23:27,15-07-2016,22,,23,53.45000001
451,City,152,Trip Completed,11-07-2016 09:10,11-07-2016 10:10,11-07-2016,9,,10,60
588,City,152,Trip Completed,11-07-2016 11:20,11-07-2016 11:53,11-07-2016,11,,11,33
671,Airport,152,Trip Completed,11-07-2016 13:16,11-07-2016 14:08,11-07-2016,13,,14,52
1369,Airport,152,Trip Completed,12-07-2016 00:15,12-07-2016 00:53,12-07-2016,0,,0,38.00000001
1688,City,152,Trip Completed,12-07-2016 07:51,12-07-2016 08:21,12-07-2016,7,,8,30
2861,City,152,Trip Completed,13-07-2016 05:38,13-07-2016 06:49,13-07-2016,5,,6,70.05
3354,City,152,Trip Completed,13-07-2016 13:25,13-07-2016 14:39,13-07-2016,13,,14,74.76666667
5141,Airport,152,Trip Completed,14-07-2016 20:15,14-07-2016 21:00,14-07-2016,20,,21,45.03333333
5460,Airport,152,Trip Completed,15-07-2016 04:06,15-07-2016 04:52,15-07-2016,4,,4,45.76666667
5904,City,152,Trip Completed,15-07-2016 10:00,15-07-2016 10:34,15-07-2016,10,,10,33.7
5973,Airport,152,Trip Completed,15-07-2016 11:10,15-07-2016 12:12,15-07-2016,11,,12,61.91666667
704,Airport,153,Trip Completed,11-07-2016 14:12,11-07-2016 15:06,11-07-2016,14,,15,54
785,City,153,Trip Completed,11-07-2016 16:49,11-07-2016 17:24,11-07-2016,16,,17,35
2631,Airport,153,Trip Completed,12-07-2016 22:18,12-07-2016 23:07,12-07-2016,22,,23,48.99999999
2911,Airport,153,Trip Completed,13-07-2016 06:09,13-07-2016 06:59,13-07-2016,6,,6,50.05
3360,Airport,153,Trip Completed,13-07-2016 13:37,13-07-2016 14:20,13-07-2016,13,,14,43.76666666
3667,Airport,153,Trip Completed,13-07-2016 19:23,13-07-2016 20:11,13-07-2016,19,,20,48.06666667
4624,Airport,153,Trip Completed,14-07-2016 11:05,14-07-2016 11:53,14-07-2016,11,,11,48.2
604,City,154,Trip Completed,11-07-2016 11:44,11-07-2016 12:49,11-07-2016,11,,12,65
1464,Airport,154,Trip Completed,12-07-2016 05:03,12-07-2016 06:03,12-07-2016,5,,6,60
1810,City,154,Trip Completed,12-07-2016 09:18,12-07-2016 09:54,12-07-2016,9,,9,36
2009,City,154,Trip Completed,12-07-2016 13:25,12-07-2016 14:33,12-07-2016,13,,14,67.99999999
2166,City,154,Trip Completed,12-07-2016 17:30,12-07-2016 18:35,12-07-2016,17,,18,65
5379,City,154,Trip Completed,14-07-2016 23:51,15-07-2016 01:04,14-07-2016,23,,1,73.15
1367,City,155,Trip Completed,11-07-2016 00:05,11-07-2016 01:06,11-07-2016,0,,1,61
447,City,155,Trip Completed,11-07-2016 09:07,11-07-2016 09:57,11-07-2016,9,,9,50
1682,City,155,Trip Completed,12-07-2016 07:47,12-07-2016 08:38,12-07-2016,7,,8,51
2043,Airport,155,Trip Completed,12-07-2016 14:30,12-07-2016 15:21,12-07-2016,14,,15,51
2796,Airport,155,Trip Completed,13-07-2016 04:49,13-07-2016 05:29,13-07-2016,4,,5,40.55000001
3945,City,155,Trip Completed,13-07-2016 22:33,13-07-2016 23:16,13-07-2016,22,,23,43.2
4196,City,155,Trip Completed,14-07-2016 05:29,14-07-2016 06:36,14-07-2016,5,,6,66.98333333
5174,City,155,Trip Completed,14-07-2016 20:29,14-07-2016 21:24,14-07-2016,20,,21,54.91666666
5480,City,155,Trip Completed,15-07-2016 04:51,15-07-2016 06:03,15-07-2016,4,,6,72.71666666
5883,Airport,155,Trip Completed,15-07-2016 09:39,15-07-2016 10:48,15-07-2016,9,,10,69.03333334
6013,Airport,155,Trip Completed,15-07-2016 12:26,15-07-2016 13:03,15-07-2016,12,,13,36.71666667
438,City,156,Trip Completed,11-07-2016 09:05,11-07-2016 10:14,11-07-2016,9,,10,69
636,City,156,Trip Completed,11-07-2016 12:25,11-07-2016 13:09,11-07-2016,12,,13,44.00000001
1938,Airport,156,Trip Completed,12-07-2016 11:21,12-07-2016 12:03,12-07-2016,11,,12,42
2129,Airport,156,Trip Completed,12-07-2016 17:06,12-07-2016 18:18,12-07-2016,17,,18,71.99999999
3337,Airport,156,Trip Completed,13-07-2016 12:42,13-07-2016 13:50,13-07-2016,12,,13,68.11666666
3472,City,156,Trip Completed,13-07-2016 17:16,13-07-2016 18:06,13-07-2016,17,,18,49.60000001
3991,City,156,Trip Completed,13-07-2016 23:24,14-07-2016 00:06,13-07-2016,23,,0,42.21666668
4221,Airport,156,Trip Completed,14-07-2016 05:46,14-07-2016 06:35,14-07-2016,5,,6,48.6
5719,Airport,156,Trip Completed,15-07-2016 07:45,15-07-2016 08:21,15-07-2016,7,,8,35.63333333
143,Airport,157,Trip Completed,11-07-2016 05:24,11-07-2016 06:01,11-07-2016,5,,6,37.00000001
784,City,157,Trip Completed,11-07-2016 16:50,11-07-2016 17:23,11-07-2016,16,,17,33
1020,Airport,157,Trip Completed,11-07-2016 19:17,11-07-2016 20:08,11-07-2016,19,,20,51
2934,City,157,Trip Completed,13-07-2016 06:28,13-07-2016 07:10,13-07-2016,6,,7,41.93333333
4073,City,157,Trip Completed,14-07-2016 02:10,14-07-2016 02:54,14-07-2016,2,,2,43.75
4751,City,157,Trip Completed,14-07-2016 15:18,14-07-2016 16:12,14-07-2016,15,,16,54.21666666
5275,City,157,Trip Completed,14-07-2016 21:38,14-07-2016 22:21,14-07-2016,21,,22,43.7
1262,Airport,158,Trip Completed,11-07-2016 22:00,11-07-2016 23:04,11-07-2016,22,,23,64
1600,City,158,Trip Completed,12-07-2016 06:39,12-07-2016 07:13,12-07-2016,6,,7,34
2016,City,158,Trip Completed,12-07-2016 13:34,12-07-2016 14:36,12-07-2016,13,,14,61.99999999
2370,Airport,158,Trip Completed,12-07-2016 19:37,12-07-2016 20:11,12-07-2016,19,,20,34
3192,Airport,158,Trip Completed,13-07-2016 09:32,13-07-2016 10:42,13-07-2016,9,,10,69.95
3367,Airport,158,Trip Completed,13-07-2016 13:51,13-07-2016 14:29,13-07-2016,13,,14,38.5
3952,City,158,Trip Completed,13-07-2016 22:45,13-07-2016 23:41,13-07-2016,22,,23,55.88333333
4517,Airport,158,Trip Completed,14-07-2016 09:22,14-07-2016 10:04,14-07-2016,9,,10,41.95
4944,City,158,Trip Completed,14-07-2016 18:33,14-07-2016 19:04,14-07-2016,18,,19,31.79999999
6037,Airport,158,Trip Completed,15-07-2016 13:03,15-07-2016 14:01,15-07-2016,13,,14,58.13333333
6385,Airport,158,Trip Completed,15-07-2016 19:19,15-07-2016 20:21,15-07-2016,19,,20,61.21666666
398,City,159,Trip Completed,11-07-2016 08:26,11-07-2016 09:32,11-07-2016,8,,9,66
2163,Airport,159,Trip Completed,12-07-2016 17:30,12-07-2016 18:07,12-07-2016,17,,18,37.00000001
3985,Airport,159,Trip Completed,13-07-2016 23:15,14-07-2016 00:33,13-07-2016,23,,0,78.21666667
4780,City,159,Trip Completed,14-07-2016 16:29,14-07-2016 16:58,14-07-2016,16,,16,29
5453,City,159,Trip Completed,15-07-2016 03:38,15-07-2016 04:28,15-07-2016,3,,4,50.11666667
5807,City,159,Trip Completed,15-07-2016 08:41,15-07-2016 09:11,15-07-2016,8,,9,30.38333333
6074,Airport,159,Trip Completed,15-07-2016 14:07,15-07-2016 14:56,15-07-2016,14,,14,49.15
6651,City,159,Trip Completed,15-07-2016 22:06,15-07-2016 22:46,15-07-2016,22,,22,39.48333333
223,Airport,160,Trip Completed,11-07-2016 06:13,11-07-2016 07:05,11-07-2016,6,,7,52
680,City,160,Trip Completed,11-07-2016 13:30,11-07-2016 14:38,11-07-2016,13,,14,68
887,Airport,160,Trip Completed,11-07-2016 18:10,11-07-2016 18:47,11-07-2016,18,,18,36.99999999
1689,Airport,160,Trip Completed,12-07-2016 07:51,12-07-2016 08:32,12-07-2016,7,,8,41.00000001
1939,City,160,Trip Completed,12-07-2016 11:18,12-07-2016 11:54,12-07-2016,11,,11,36
2182,City,160,Trip Completed,12-07-2016 17:42,12-07-2016 18:30,12-07-2016,17,,18,48
3223,Airport,160,Trip Completed,13-07-2016 09:48,13-07-2016 10:31,13-07-2016,9,,10,43.18333333
3819,Airport,160,Trip Completed,13-07-2016 21:08,13-07-2016 21:48,13-07-2016,21,,21,40.56666667
4823,Airport,160,Trip Completed,14-07-2016 17:22,14-07-2016 18:38,14-07-2016,17,,18,76.15
5431,Airport,160,Trip Completed,15-07-2016 02:38,15-07-2016 03:23,15-07-2016,2,,3,45.4
6353,Airport,160,Trip Completed,15-07-2016 18:57,15-07-2016 19:27,15-07-2016,18,,19,30.93333333
163,City,161,Trip Completed,11-07-2016 05:35,11-07-2016 06:49,11-07-2016,5,,6,74
706,Airport,161,Trip Completed,11-07-2016 14:12,11-07-2016 15:27,11-07-2016,14,,15,75
1214,Airport,161,Trip Completed,11-07-2016 21:30,11-07-2016 21:57,11-07-2016,21,,21,26.99999999
1399,City,161,Trip Completed,12-07-2016 02:35,12-07-2016 03:42,12-07-2016,2,,3,67
1574,Airport,161,Trip Completed,12-07-2016 06:26,12-07-2016 07:15,12-07-2016,6,,7,49
1870,City,161,Trip Completed,12-07-2016 10:01,12-07-2016 10:42,12-07-2016,10,,10,41
2267,Airport,161,Trip Completed,12-07-2016 18:33,12-07-2016 19:36,12-07-2016,18,,19,63
2658,Airport,161,Trip Completed,12-07-2016 23:18,13-07-2016 00:03,12-07-2016,23,,0,45.35
3048,Airport,161,Trip Completed,13-07-2016 07:41,13-07-2016 08:14,13-07-2016,7,,8,33.03333333
3301,Airport,161,Trip Completed,13-07-2016 11:41,13-07-2016 12:28,13-07-2016,11,,12,46.96666667
3477,City,161,Trip Completed,13-07-2016 17:18,13-07-2016 18:09,13-07-2016,17,,18,51.9
4371,City,161,Trip Completed,14-07-2016 07:34,14-07-2016 08:24,14-07-2016,7,,8,49.6
445,City,162,Trip Completed,11-07-2016 09:06,11-07-2016 10:05,11-07-2016,9,,10,59
1100,Airport,162,Trip Completed,11-07-2016 20:10,11-07-2016 20:52,11-07-2016,20,,20,41.99999999
1961,City,162,Trip Completed,12-07-2016 11:53,12-07-2016 12:27,12-07-2016,11,,12,34.00000001
3215,Airport,162,Trip Completed,13-07-2016 09:49,13-07-2016 10:57,13-07-2016,9,,10,67.96666666
3997,Airport,162,Trip Completed,13-07-2016 23:36,14-07-2016 00:22,13-07-2016,23,,0,46.04999999
4385,City,162,Trip Completed,14-07-2016 07:51,14-07-2016 08:24,14-07-2016,7,,8,32.14999999
4736,City,162,Trip Completed,14-07-2016 14:31,14-07-2016 15:50,14-07-2016,14,,15,79.63333333
5291,Airport,162,Trip Completed,14-07-2016 21:48,14-07-2016 22:45,14-07-2016,21,,22,57.28333333
5350,City,162,Trip Completed,14-07-2016 22:52,14-07-2016 23:42,14-07-2016,22,,23,50.26666667
5768,City,162,Trip Completed,15-07-2016 08:27,15-07-2016 09:30,15-07-2016,8,,9,63.2
675,City,163,Trip Completed,11-07-2016 13:24,11-07-2016 13:55,11-07-2016,13,,13,31
1996,Airport,163,Trip Completed,12-07-2016 12:57,12-07-2016 14:06,12-07-2016,12,,14,69
2510,City,163,Trip Completed,12-07-2016 21:01,12-07-2016 21:50,12-07-2016,21,,21,48.99999999
3969,Airport,163,Trip Completed,13-07-2016 22:58,13-07-2016 23:58,13-07-2016,22,,23,59.63333334
4397,City,163,Trip Completed,14-07-2016 07:56,14-07-2016 08:57,14-07-2016,7,,8,61.41666667
5326,City,163,Trip Completed,14-07-2016 22:09,14-07-2016 23:13,14-07-2016,22,,23,63.76666667
5987,City,163,Trip Completed,15-07-2016 11:42,15-07-2016 12:49,15-07-2016,11,,12,67.41666667
6152,Airport,163,Trip Completed,15-07-2016 16:15,15-07-2016 17:16,15-07-2016,16,,17,61.18333333
6317,City,163,Trip Completed,15-07-2016 18:35,15-07-2016 19:05,15-07-2016,18,,19,29.15
602,City,164,Trip Completed,11-07-2016 11:38,11-07-2016 12:57,11-07-2016,11,,12,79
981,City,164,Trip Completed,11-07-2016 19:01,11-07-2016 19:39,11-07-2016,19,,19,38
1317,Airport,164,Trip Completed,11-07-2016 22:57,11-07-2016 23:52,11-07-2016,22,,23,54.99999999
2112,Airport,164,Trip Completed,12-07-2016 16:32,12-07-2016 17:03,12-07-2016,16,,17,31.00000001
2365,City,164,Trip Completed,12-07-2016 19:34,12-07-2016 20:12,12-07-2016,19,,20,38
2849,City,164,Trip Completed,13-07-2016 05:29,13-07-2016 06:34,13-07-2016,5,,6,64.75
4573,City,164,Trip Completed,14-07-2016 09:47,14-07-2016 10:47,14-07-2016,9,,10,59.2
5095,City,164,Trip Completed,14-07-2016 19:48,14-07-2016 20:55,14-07-2016,19,,20,66.84999999
741,Airport,165,Trip Completed,11-07-2016 15:39,11-07-2016 16:27,11-07-2016,15,,16,48
1873,City,165,Trip Completed,12-07-2016 09:59,12-07-2016 10:44,12-07-2016,9,,10,45
2134,Airport,165,Trip Completed,12-07-2016 17:14,12-07-2016 17:44,12-07-2016,17,,17,30
3461,Airport,165,Trip Completed,13-07-2016 17:04,13-07-2016 18:07,13-07-2016,17,,18,63.56666667
3711,Airport,165,Trip Completed,13-07-2016 19:47,13-07-2016 20:46,13-07-2016,19,,20,58.76666667
5001,Airport,165,Trip Completed,14-07-2016 18:59,14-07-2016 19:35,14-07-2016,18,,19,35.91666666
248,City,166,Trip Completed,11-07-2016 06:38,11-07-2016 07:45,11-07-2016,6,,7,67
1321,Airport,166,Trip Completed,11-07-2016 23:01,12-07-2016 00:05,11-07-2016,23,,0,64
1997,City,166,Trip Completed,12-07-2016 13:02,12-07-2016 13:57,12-07-2016,13,,13,55
2544,City,166,Trip Completed,12-07-2016 21:22,12-07-2016 21:51,12-07-2016,21,,21,29
3863,City,166,Trip Completed,13-07-2016 21:44,13-07-2016 22:50,13-07-2016,21,,22,65.83333334
4336,City,166,Trip Completed,14-07-2016 07:14,14-07-2016 08:34,14-07-2016,7,,8,80.26666666
4754,City,166,Trip Completed,14-07-2016 15:24,14-07-2016 16:18,14-07-2016,15,,16,53.66666666
6620,City,166,Trip Completed,15-07-2016 21:48,15-07-2016 22:36,15-07-2016,21,,22,48.1
500,Airport,167,Trip Completed,11-07-2016 09:38,11-07-2016 10:12,11-07-2016,9,,10,34.00000001
1518,City,167,Trip Completed,12-07-2016 05:50,12-07-2016 06:38,12-07-2016,5,,6,48
3082,City,167,Trip Completed,13-07-2016 08:10,13-07-2016 08:50,13-07-2016,8,,8,40.56666667
3478,Airport,167,Trip Completed,13-07-2016 17:19,13-07-2016 17:53,13-07-2016,17,,17,33.98333333
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016 10:46,14-07-2016,9,,10,70.33333334
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016 17:32,14-07-2016,16,,17,49.8
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016 21:59,14-07-2016,21,,21,28.86666667
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016 08:24,12-07-2016,7,,8,38
2276,Airport,168,Trip Completed,12-07-2016 18:38,12-07-2016 19:46,12-07-2016,18,,19,68
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016 03:54,13-07-2016,3,,3,37.9
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016 14:56,13-07-2016,13,,14,59.28333334
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016 21:21,13-07-2016,20,,21,67.23333332
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016 06:56,14-07-2016,6,,6,46.01666666
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016 06:51,15-07-2016,6,,6,42.51666667
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016 11:54,15-07-2016,10,,11,58.71666667
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016 20:22,15-07-2016,19,,20,37.46666667
759,City,169,Trip Completed,11-07-2016 16:16,11-07-2016 16:47,11-07-2016,16,,16,31.00000001
2524,Airport,169,Trip Completed,12-07-2016 21:09,12-07-2016 21:55,12-07-2016,21,,21,46
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016 05:06,13-07-2016,4,,5,52.71666667
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016 20:17,14-07-2016,19,,20,46.91666666
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016 22:35,14-07-2016,21,,22,48.9
33,Airport,170,Trip Completed,11-07-2016 02:17,11-07-2016 03:31,11-07-2016,2,,3,74
2692,City,170,Trip Completed,13-07-2016 00:42,13-07-2016 01:40,13-07-2016,0,,1,58.56666667
2835,City,170,Trip Completed,13-07-2016 05:19,13-07-2016 06:24,13-07-2016,5,,6,64.95
3122,Airport,170,Trip Completed,13-07-2016 08:37,13-07-2016 09:13,13-07-2016,8,,9,36.33333334
3465,City,170,Trip Completed,13-07-2016 17:12,13-07-2016 18:03,13-07-2016,17,,18,51.5
3857,City,170,Trip Completed,13-07-2016 21:34,13-07-2016 22:46,13-07-2016,21,,22,72.28333333
4343,Airport,170,Trip Completed,14-07-2016 07:17,14-07-2016 08:07,14-07-2016,7,,8,50.28333334
4417,City,170,Trip Completed,14-07-2016 08:13,14-07-2016 09:07,14-07-2016,8,,9,54.01666667
5756,City,170,Trip Completed,15-07-2016 08:03,15-07-2016 08:51,15-07-2016,8,,8,48.76666667
5907,Airport,170,Trip Completed,15-07-2016 09:56,15-07-2016 11:04,15-07-2016,9,,11,68.13333332
699,Airport,171,Trip Completed,11-07-2016 14:02,11-07-2016 15:02,11-07-2016,14,,15,60
821,City,171,Trip Completed,11-07-2016 17:34,11-07-2016 17:57,11-07-2016,17,,17,23
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016 16:27,12-07-2016,15,,16,46
2346,Airport,171,Trip Completed,12-07-2016 19:17,12-07-2016 20:04,12-07-2016,19,,20,47
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016 01:58,13-07-2016,1,,1,45.61666666
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016 07:17,13-07-2016,6,,7,73.2
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016 17:55,13-07-2016,17,,17,35.91666667
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016 21:10,13-07-2016,20,,21,50.45000001
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016 21:59,14-07-2016,20,,21,61.26666667
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016 23:08,15-07-2016,22,,23,43.01666666
714,City,172,Trip Completed,11-07-2016 14:28,11-07-2016 15:34,11-07-2016,14,,15,66
792,Airport,172,Trip Completed,11-07-2016 17:01,11-07-2016 17:44,11-07-2016,17,,17,43
1341,Airport,172,Trip Completed,11-07-2016 23:26,12-07-2016 00:06,11-07-2016,23,,0,39.99999999
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016 09:13,12-07-2016,8,,9,51
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016 13:25,12-07-2016,12,,13,77
2632,City,172,Trip Completed,12-07-2016 22:19,12-07-2016 23:21,12-07-2016,22,,23,62
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016 07:01,13-07-2016,6,,7,31.56666666
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016 09:59,13-07-2016,8,,9,68.33333334
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016 09:57,14-07-2016,9,,9,46.28333333
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016 11:25,14-07-2016,10,,11,70.73333332
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016 11:04,15-07-2016,10,,11,46.88333333
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016 22:30,15-07-2016,21,,22,40.71666667
752,Airport,173,Trip Completed,11-07-2016 16:03,11-07-2016 17:08,11-07-2016,16,,17,65
1336,City,173,Trip Completed,11-07-2016 23:17,11-07-2016 23:52,11-07-2016,23,,23,35
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016 10:19,12-07-2016,9,,10,42
2447,Airport,173,Trip Completed,12-07-2016 20:24,12-07-2016 21:36,12-07-2016,20,,21,72
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016 18:35,13-07-2016,17,,18,48.76666667
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016 22:16,13-07-2016,21,,22,59.48333333
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016 05:21,14-07-2016,4,,5,35.41666667
